"","facility_name","facility_type_display","maternal_health_delivery_services","emergency_transport","skilled_birth_attendant","num_chews_fulltime","phcn_electricity","c_section_yn","child_health_measles_immun_calc","num_nurses_fulltime","num_nursemidwives_fulltime","num_doctors_fulltime","date_of_survey","facility_id","community","ward","management","improved_water_supply","improved_sanitation","vaccines_fridge_freezer","antenatal_care_yn","family_planning_yn","malaria_treatment_artemisinin","sector","formhub_photo_id","gps","survey_id","state","lga","new","another","latitude","longitude"
"337","Health Clinic","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-08","UBENP","Fiyi","Gurmana","public",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1347105667649.jpg","9.99684723 6.55436477 268.29998779296875 5.0","8e84d030-ca4c-4107-a3cb-d67b0bd0ac20","niger","shiroro",NA,NA,9.99684723,6.55436477
"338","Kurebe PHCC","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-11","AVZMQ","Kurebe","Kurebe/Kushaka","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1347368175704.jpg","10.46935214 6.92404001 560.0999755859375 5.0","e2b2edf9-0cbe-492c-b8a4-af5ebb26bb1e","niger","shiroro",NA,NA,10.46935214,6.92404001
"339","AYENA AJEYI PRY HEALTH CARE CENTRE","Clinic",TRUE,TRUE,TRUE,4,NA,FALSE,NA,NA,0,1,"2012-09-07","HGOSZ","Angauwan nassarawa","Bangajiya",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1347027737026.jpg","9.869016408920288 6.70339822769165 335.0 4.0","49ed3046-e557-4099-98ef-91ed1d0ba738","niger","shiroro",NA,NA,9.86901640892029,6.70339822769165
"340","Gofa PHCC","Health Post",FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-12","FIMSE","Gofa","Galkogo","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1347447734053.jpg","10.06410138 6.73448722 309.5 5.0","c0eb77a2-acb4-459b-a414-f4a64381eb0b","niger","shiroro",NA,NA,10.06410138,6.73448722
"341","Divine Mercy Clinic and Maternity","Primary Health Center",TRUE,TRUE,TRUE,1,NA,FALSE,NA,1,1,0,"2012-09-11","GWSYR","Zumba","Gusoro/Zumba",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1347355898657.jpg","9.918835759162903 6.805359721183777 400.0 4.0","11c1714f-3392-422c-8736-fc4980556688","niger","shiroro",NA,NA,9.9188357591629,6.80535972118378
"342","Magami Primary Health Care Centre","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-10","FQQBY","Magami","Manta","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1347278205417.jpg","10.04153134 6.54876716 255.89999389648438 5.0","764c04a7-2f01-43f6-b44d-bd47d9ba2478","niger","shiroro",NA,NA,10.04153134,6.54876716
"343","Galkogo PHCC","Primary Health Center",TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-09-09","IIYRR","Galkogo","Galkogo","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1347186462456.jpg","10.04355336 6.81099094 366.70001220703125 5.0","edf4814a-3c52-4e94-97b0-1c94a1ac5a3c","niger","shiroro",NA,NA,10.04355336,6.81099094
"344","Dispensory","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-11","KDMGV","Utere","Kushaka","private",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1347384919563.jpg","10.45267437 6.80821154 476.1000061035156 5.0","38e80976-57f5-4ee8-bf52-27cfb3acf201","niger","shiroro",NA,NA,10.45267437,6.80821154
"345","Dispensory","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-09-09","PIQUD","Gogala","Erena","public",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1347186811981.jpg","10.0911914 6.76056977 322.20001220703125 5.0","baa5501f-0388-48db-96d8-ca944a069b92","niger","shiroro",NA,NA,10.0911914,6.76056977
"346","Martanal Child Health Center","Clinic",TRUE,TRUE,FALSE,3,TRUE,FALSE,TRUE,0,0,0,"2012-09-07","CZUSA","Erina","Erina","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1347035154339.jpg","10.0821044 6.73817165 331.29998779296875 5.0","952bcab8-db40-4724-89af-b1ce971bdf1d","niger","shiroro",NA,NA,10.0821044,6.73817165
"347","Agama Lafiya PHC Clinic","Clinic",TRUE,FALSE,TRUE,1,NA,FALSE,NA,0,1,0,"2012-09-10","FPCHX","Baga road Erena","Erena",NA,NA,FALSE,NA,TRUE,TRUE,FALSE,"health","1347274607589.jpg","10.085646 6.73898937 318.79998779296875 5.0","46fd066b-de13-4d3b-b4e3-017830d92d99","niger","shiroro",NA,NA,10.085646,6.73898937
"348","maternity child health care","Primary Health Center",TRUE,FALSE,FALSE,13,FALSE,FALSE,TRUE,NA,0,NA,"2012-09-07","RGRRP","ung limanchie kuta","Bangajiya","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1347014457299.jpg","9.869531393051147 6.709808707237244 329.0 4.0","7a859e19-8afe-4ea1-be1e-45d589de55d1","niger","shiroro",NA,NA,9.86953139305115,6.70980870723724
"349","KWAKI PRIMARY HEALTH CARE CENTRE","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-07","KSHHR","Kwaki","Kwaki/Chukuba","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1347041841450.jpg","10.29159919 6.84733215 484.29998779296875 5.0","87c6c09b-5f29-46bd-8eb7-809a58e1d2a6","niger","shiroro",NA,NA,10.29159919,6.84733215
"350","P H C C Roro","Primary Health Center",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-09","EFEMY","Roro","Bassa /Kukoki","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1347176731681.jpg","10.17784595489502 6.598722338676453 318.0 4.0","660dfe78-f093-43a0-99a7-3b7816e49809","niger","shiroro",NA,NA,10.177845954895,6.59872233867645
"351","Hankuru maternity","District Hospital or Comprehensive Health Centre",TRUE,TRUE,NA,1,TRUE,TRUE,TRUE,NA,NA,NA,"2014-04-16","HJQPH","Kamfanin bobi","Bobi","private",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1397026139377.jpg","10.242671666666666 5.848565000000001 317.8 4.5","4e1d476e-11ae-4584-a8a1-58c8ef929517","niger","mariga",NA,NA,10.2426716666667,5.848565
"352","Gaza Hospital","Health Post",TRUE,FALSE,TRUE,0,TRUE,TRUE,FALSE,6,0,1,"2014-04-17","HCQWO","Madalla","Iku South I","private",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1397048528014.jpg","9.105903594754636 7.212889948859811 448.70001220703125 5.0","dd82dc3a-d74d-40a1-a985-6af113ad935b","niger","suleja",NA,NA,9.10590359475464,7.21288994885981
"353","Salisu Hospital","Health Post",FALSE,FALSE,FALSE,0,TRUE,FALSE,TRUE,1,0,0,"2014-04-17","HPHIR","Madalla","Iku South I","private",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"health","1397049667913.jpg","9.105811477638781 7.215055916458368 458.0 5.0","7ae883a2-22a9-4405-9dfa-5c55407cf2ff","niger","suleja",NA,NA,9.10581147763878,7.21505591645837
"354","PHC Kata Sarki","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-07","VIYHC","Kata sarki","Ijah koro","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1347026045220.jpg","9.23881702 7.30155056 586.0999755859375 5.0","c416f514-c5eb-4f9a-affb-5c9568896f23","niger","tafa",NA,NA,9.23881702,7.30155056
"355","P H C GANAWA","Primary Health Centre (PHC)",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2014-04-17","HTMRC","GANAWA","TUNGAN WAWA","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1397128672792.jpg","10.278410000000001 5.216756666666667 291.6 5.0","8d1eeca6-fe54-4f88-a628-64c9e34dfa88","niger","kontagora",NA,NA,10.27841,5.21675666666667
"356","PHC Tunga makeri","Primary Health Centre (PHC)",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2014-04-17","HJJWE","Tunga makeri","Gwam","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1397300985380.jpg","9.447705000000001 6.788096666666666 313.0 4.0","35d36258-16b8-47d1-b443-ae187b2517bd","niger","paikoro",NA,NA,9.447705,6.78809666666667
"357","PHC","Basic Health Centre or Primary Health Clinic",TRUE,FALSE,TRUE,6,FALSE,FALSE,TRUE,0,2,0,"2014-04-14","HGKLD","ETSU WORO","ETSU TASHA","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1396970741286.jpg","9.069486532911354 5.768831328607841 150.66423213164262 4.0","ec242e22-35e3-41b6-b744-94deb096f016","niger","edati",NA,NA,9.06948653291135,5.76883132860784
"358","BASIC HEALTH CLINIC","Basic Health Centre or Primary Health Clinic",TRUE,TRUE,TRUE,6,FALSE,FALSE,TRUE,0,1,0,"2014-04-18","HKDZK","LOWCOST","BAGAMA B","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1397060619291.jpg","9.189105000000001 7.184031666666668 476.9 4.9","bd8c5108-f6f0-498f-84c6-39522d62af27","niger","suleja",NA,NA,9.189105,7.18403166666667
"359",NA,"Primary Health Center",TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","TVYIE","SAHOMA","JAAMARE","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1338209519188.jpg","11.065190434455872 5.3010642528533936 356.0 4.0","d011b218-097c-4a76-859a-066138e09d69","niger","rijau",NA,NA,11.0651904344559,5.30106425285339
"360","Shambo Health Clinic","Primary Health Center",TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","MHDBT","Shambo","Shambo","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1338283898161.jpg","11.01796184 5.29269221 357.70001220703125 5.0","cf4aa241-b336-4cc6-948d-06b59f3e09e7","niger","rijau",NA,NA,11.01796184,5.29269221
"361",NA,"Primary Health Center",TRUE,FALSE,FALSE,0,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","ORWQH","GARO MAKARATA","JAAMARE","public",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1338222664252.jpg","11.110702157020569 5.321942567825317 346.0 4.0","357f9f60-4f7c-4194-8b1d-3917802d3873","niger","rijau",NA,NA,11.1107021570206,5.32194256782532
"362","TUNGA KAWO PHC","Primary Health Center",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-30","JSUON","TUNGA KAWO","TUNGA MAGAJA","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338381136516.jpg","11.179441809654236 5.380618572235107 364.0 4.0","7b2e50b8-103a-4fa8-9f66-d16a0fa1ade1","niger","rijau",NA,NA,11.1794418096542,5.38061857223511
"363","ALANGA PHC","Primary Health Center",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","RDIPP","ALANGA","SHAMBO","public",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"health","1338305007858.jpg","10.940312147140503 5.285791754722595 302.0 4.0","e423ca25-6ce2-4840-acf0-5e31f1dcfbb1","niger","rijau",NA,NA,10.9403121471405,5.2857917547226
"364","BHC Genu","Clinic",TRUE,FALSE,TRUE,4,TRUE,FALSE,TRUE,1,1,0,"2012-05-26","GDSSH","Genu","Genu","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1338023136810.jpg","10.912256240844727 5.209472179412842 315.0 4.0","a520f8f5-f3ae-4d09-a834-b60b126bf7c9","niger","rijau",NA,NA,10.9122562408447,5.20947217941284
"365","SABON GARI USHE DISPENSARY","Health Post",TRUE,FALSE,FALSE,4,TRUE,FALSE,TRUE,0,0,0,"2012-05-29","WJPRY","Sabon gari ushe","sabon gari ushe","public",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"health","1338283547764.jpg","11.205630898475647 5.152459144592285 364.0 4.0","15608b33-757f-41c6-902e-1e6d41d2c99c","niger","rijau",NA,NA,11.2056308984756,5.15245914459229
"366","Mallam Tsoho Dispensary","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-26","GEENW","Mallam Tsoho","Dukku","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1338027827003.jpg","11.229164600372314 4.731443524360657 204.0 4.0","e005258e-d139-400c-8e4b-156ff05b51d6","niger","rijau",NA,NA,11.2291646003723,4.73144352436066
"367","Rata Giwa Dispensary","Health Post",TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","AKYLG","Rata Giwa","Rijau","public",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1338216944137.jpg","11.0979562997818 5.266560316085815 365.0 4.0","b123a99f-c187-498d-ac65-aeb3b6849b2c","niger","rijau",NA,NA,11.0979562997818,5.26656031608582
"368","Gulbedu Health Clinic","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","XKDLW","Gulbedu","Shambo","public",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1338293882441.jpg","11.00632253 5.2814161 339.0 5.0","284da7a6-cff2-40b8-8de0-8496547c64d6","niger","rijau",NA,NA,11.00632253,5.2814161
"369","Yora health Facility","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","BVRHX","Yora","Darangi","public",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"health","1338208270061.jpg","11.219685673713684 5.300833582878113 348.0 4.0","5c2554e1-0771-4452-bfa0-853b78973e76","niger","rijau",NA,NA,11.2196856737137,5.30083358287811
"370","Babadi Dispensary","Health Post",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","FMLRV","Babadi","Tunga Bunu","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338121627276.jpg","11.036925315856934 5.21277129650116 346.0 4.0","3cb38402-b4e1-478e-bd9c-11e226e59481","niger","rijau",NA,NA,11.0369253158569,5.21277129650116
"371","KORSO PHC","Primary Health Center",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","FAWJF","KORSO","JAAMARE","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338287003811.jpg","11.116366982460022 5.371600985527039 324.0 4.0","c711d919-3e1d-4d85-b201-b2736cafd333","niger","rijau",NA,NA,11.11636698246,5.37160098552704
"372","BHC","Clinic",FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,0,0,0,"2012-05-26","MVGRX","WARARI","WARARI","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1338035349666.jpg","10.91767966747284 5.318831205368042 326.0 4.0","7816374e-97d3-43e2-b2a3-3d76c0d3ddb5","niger","rijau",NA,NA,10.9176796674728,5.31883120536804
"373","BHC darangi","Clinic",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","ZUVWR","Darangi","Darangi","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338199254017.jpg","11.272197961807251 5.277621746063232 345.0 4.0","8835f9d5-3080-409d-955d-2066e12d33a0","niger","rijau",NA,NA,11.2721979618073,5.27762174606323
"374","Rahusa Medical Clinic","Clinic",FALSE,FALSE,TRUE,4,NA,FALSE,NA,1,0,1,"2012-05-29","FMVCS","Awala","Rijau",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1338315851425.jpg","11.112220287322998 5.263481140136719 370.0 4.0","6c2c9428-54b1-4bf2-ab26-c482b15cc91a","niger","rijau",NA,NA,11.112220287323,5.26348114013672
"375","SULLUBAWA PHC","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","FWQYW","SULLUBAWA","WARARI","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338139108319.jpg","10.895835757255554 5.28267502784729 300.0 4.0","ba9c57f4-f0f5-4fd9-a49e-8ca6fed304a9","niger","rijau",NA,NA,10.8958357572556,5.28267502784729
"376","Makaranta uddu health facilitiy","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-29","NYMLP","Udu","Sabongari Ushe ","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1338293903688.jpg","11.137980222702026 5.183277726173401 330.0 4.0","b4a43cb2-4577-4537-99f0-8ee14b953701","niger","rijau",NA,NA,11.137980222702,5.1832777261734
"377","JAAMERE PHC","Primary Health Center",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","SKLLQ","JAAMARE","JAAMARE","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1338203447848.jpg","11.04926347732544 5.280861854553223 352.0 4.0","4807a433-149c-4621-87b5-a612b6fb6600","niger","rijau",NA,NA,11.0492634773254,5.28086185455322
"378","GULBEDU SAMGORI PHC","Primary Health Center",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","YMXQL","GULBEDU SAMGORI","SHAMBO","public",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"health","1338298066632.jpg","11.006374955177307 5.281403660774231 330.0 4.0","00fdcb45-30d6-4393-ab56-2c9c6d962f86","niger","rijau",NA,NA,11.0063749551773,5.28140366077423
"379","Phc","Primary Health Centre (PHC)",FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2014-04-26","HLOXG","Kuble","Babanna","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1398345680978.jpg","10.390568333333333 4.129816666666667 306.3 5.0","70afa059-911e-4ead-bf3f-a55c359a33b3","niger","borgu",NA,NA,10.3905683333333,4.12981666666667
"380","Tunga Bunu Dispensary","Health Post",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-05-26","XUTZT","Tunga Bunu","Tunga Bunu","public",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1338038127546.jpg","10.98459541797638 5.088842511177063 298.0 4.0","9b54c788-6227-4557-9664-69f319277771","niger","rijau",NA,NA,10.9845954179764,5.08884251117706
"381",NA,"Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-05-27","JHSKB","Farin ruwa ","Dukku ","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1338116438370.jpg","11.266361474990845 4.951384663581848 284.0 4.0","61fc8e3a-0714-4206-86cd-ec21b23c38f7","niger","rijau",NA,NA,11.2663614749908,4.95138466358185
"382","Nakaceri dispensary","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","FKTXY","Nakaceri","Dukku","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338114579923.jpg","11.200384497642517 4.9404144287109375 283.0 4.0","4a2a6ec0-0bb5-4e7b-8ee1-ad6120bcabe3","niger","rijau",NA,NA,11.2003844976425,4.94041442871094
"383","CONFIDENCE CLINIC","Primary Health Centre (PHC)",TRUE,FALSE,TRUE,0,TRUE,FALSE,FALSE,12,1,1,"2014-04-19","HQIJF","GAURAKA","ZUMA EAST","private",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1396954879309.jpg","9.17703 7.214808333333334 455.3 4.8","c5a89289-9120-4f00-ac08-6a1d068c65b4","niger","tafa",NA,NA,9.17703,7.21480833333333
"384","Tungan Marke Health Facility","Health Post",FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-05-26","QGCUE","Tungan Marke","Tungan Bunu","public",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"health","1338069315971.jpg","11.0569828748703 5.1798927783966064 311.0 4.0","5120e1be-4ddb-4152-9614-354542f43b60","niger","rijau",NA,NA,11.0569828748703,5.17989277839661
"385","Darga dispensary","Health Post",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-26","MIGVD","Darga","Dukku","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338034939165.jpg","11.29767894744873 4.742247462272644 219.0 4.0","bf96bba8-aba4-4c92-b424-ee678b3f4709","niger","rijau",NA,NA,11.2976789474487,4.74224746227264
"386","Dugge Health Facility","Primary Health Center",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","EFHYZ","Dugge","Dugge","public",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"health","1338136783784.jpg","11.074942946434021 5.1142483949661255 289.0 4.0","e8e19c49-0527-449d-9d16-e421eca0e7f4","niger","rijau",NA,NA,11.074942946434,5.11424839496613
"387",NA,"Primary Health Center",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","XQFZV","RUKUKUJE","JAAMARE","public",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1338282955333.jpg","11.103047132492065 5.3871577978134155 326.0 4.0","13c2b3cb-a2d0-449d-9e8c-0f87d45b37ab","niger","rijau",NA,NA,11.1030471324921,5.38715779781342
"388","Ungwan Rimi Dispensary","Health Post",FALSE,FALSE,FALSE,5,TRUE,FALSE,TRUE,0,0,0,"2012-05-29","HISDK","Ungwan Rimi","Rijau","public",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"health","1338282641920.jpg","11.097881197929382 5.251368284225464 381.0 4.0","006ce039-139c-42f1-a2cd-fe028111ff65","niger","rijau",NA,NA,11.0978811979294,5.25136828422546
"389","Iri dispensary","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","GITVA","Iri","Dukku","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1338122197197.jpg","11.16958737373352 5.008977055549622 298.0 4.0","42a64641-7f1f-4c13-94da-86ee511817f2","niger","rijau",NA,NA,11.1695873737335,5.00897705554962
"390","Adamu Turaki PHC","Primary Health Center",FALSE,FALSE,FALSE,5,TRUE,FALSE,TRUE,0,0,0,"2012-09-11","YGEOB","Sabo gari","Kagara cent","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1347356421368.jpg","10.18690284 6.25513271 332.29998779296875 5.0","4b60a1ea-9005-4e19-9508-28a7f724dfd2","niger","rafi",NA,NA,10.18690284,6.25513271
"391","Health post waya","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-11","QHGSQ","Waya","Kagara cent","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1347342902096.jpg","10.1488665 6.34563551 263.8999938964844 5.0","48949ced-3c12-43a2-8084-58ae175cff27","niger","rafi",NA,NA,10.1488665,6.34563551
"392",NA,"Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-09-09","CDEBI","Sanbuga ","Kusharki South ","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1347196742808.jpg","10.26808577 6.16265898 302.3999938964844 5.0","020b16e2-6948-4229-b0b3-730309b54b31","niger","rafi",NA,NA,10.26808577,6.16265898
"393",NA,"Health Post",FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,9,0,0,"2012-09-08","ZRSTL","anguwan sariki","kwana","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1347092771776.jpg","10.124121308326721 6.080353260040283 273.0 4.0","d276f3e2-54ab-4700-8f99-00f302e84eef","niger","rafi",NA,NA,10.1241213083267,6.08035326004028
"394","Health post ","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-09-12","DAXCR","Shikira ","Madaka ","public",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"health","1347446123332.jpg","10.021666288375854 6.510552763938904 303.0 3.0","6dd67c6a-3b2a-47f3-a971-935635623b55","niger","rafi",NA,NA,10.0216662883759,6.5105527639389
"395","Ecwa health clinic","Health Post",TRUE,FALSE,TRUE,0,NA,FALSE,NA,2,0,0,"2012-09-07","KOSWN","Tegina","Tegina",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1347011235709.jpg","10.07405186 6.1900608 282.8999938964844 5.0","93bb3d37-ea17-4e44-aa1d-af702bd16d69","niger","rafi",NA,NA,10.07405186,6.1900608
"396","Kongoma Clinic & maternity","Clinic",TRUE,FALSE,TRUE,3,NA,TRUE,NA,1,1,1,"2012-09-10","CIJZT","Pandogari","Kongoma",NA,NA,FALSE,NA,FALSE,TRUE,TRUE,"health","1347278368607.jpg","10.4155206 6.40073164 449.5 5.0","5d5df2fd-bb7a-497a-bc98-434c823604a8","niger","rafi",NA,NA,10.4155206,6.40073164
"397","Health post","Health Post",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-09","NAZDB","Hayin kusharki","Kusharki south","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1347179396722.jpg","10.30601756 6.23583936 310.29998779296875 5.0","289138ab-1b81-40ef-b064-aeb9de4501f7","niger","rafi",NA,NA,10.30601756,6.23583936
"398","PHC Kusherki","Primary Health Center",TRUE,TRUE,TRUE,4,FALSE,FALSE,TRUE,0,3,0,"2012-09-10","LOVTK","Kusherki","Kusherki north","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1347271285407.jpg","10.53352119 6.43763955 434.5 5.0","e6e1eafd-4b4c-4668-a8ff-ed719d1c8f29","niger","rafi",NA,NA,10.53352119,6.43763955
"399","Health centre tugwama","Primary Health Center",TRUE,FALSE,FALSE,0,FALSE,FALSE,TRUE,0,0,0,"2012-09-09","MAUWV","Tugwama","Kongoma west","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1347207817059.jpg","10.33299385 6.28636709 373.79998779296875 5.0","e1c0536a-acde-42c7-9965-d007a831cc29","niger","rafi",NA,NA,10.33299385,6.28636709
"400","p h c","Clinic",FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE,0,0,0,"2012-09-11","WEZDT","sabongari","sabongari","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1347370144751.jpg","10.184224247932434 6.266085505485535 296.0 3.0","f54084ea-173d-4091-8770-b43b924071ba","niger","rafi",NA,NA,10.1842242479324,6.26608550548553
"401","Health clinic","Clinic",TRUE,TRUE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2012-09-08","SCUVH","RAfingora","Gunna ventral","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1347096976863.jpg","10.01850338 6.27442561 206.3000030517578 5.0","1dcbef54-dfcd-444a-8853-297cf85e613d","niger","rafi",NA,NA,10.01850338,6.27442561
"402","Health Post Ringa","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2012-09-10","JYONF","Ringa","Kongoma","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1347271967353.jpg","10.393393635749817 6.463383436203003 483.0 4.0","fbb87ffc-6d37-4019-82f2-6258bcc64b29","niger","rafi",NA,NA,10.3933936357498,6.463383436203
